po_id,sku_id,supplier_id,po_date,is_weekend_po,quantity_ordered,total_value_inr,expected_delivery_date,actual_delivery_date,delivered_on_time,days_late,quantity_delivered,quality_status,payment_status
PO-004918,SKU-00271,SUP-0037,2023-05-09,0,974,276766.02,2023-06-05,2023-06-01,1,0,950,Accepted,Overdue
PO-004919,SKU-00325,SUP-0056,2023-01-20,0,70,300543.69,2023-02-13,2023-02-16,0,3,68,Accepted,Paid
PO-004920,SKU-00488,SUP-0192,2024-01-21,1,222,391283.68,2024-02-18,2024-02-23,0,5,204,Accepted,Pending
PO-004921,SKU-00116,SUP-0094,2023-08-04,0,36,259824.23,2023-08-24,2023-08-27,0,3,32,Accepted,Paid
PO-004922,SKU-00058,SUP-0151,2023-10-20,0,998,8267555.6,2023-11-08,2023-11-07,1,0,966,Accepted,Pending
PO-004923,SKU-00142,SUP-0141,2024-03-13,0,303,88339.61,2024-03-25,2024-03-25,1,0,291,Accepted,Paid
PO-004924,SKU-00066,SUP-0111,2024-01-18,0,433,330484.36,2024-02-03,2024-02-05,0,2,403,Accepted,Overdue
PO-004925,SKU-00494,SUP-0199,2023-07-27,0,181,4921255.34,2023-08-05,2023-08-05,1,0,170,Accepted,Paid
PO-004926,SKU-00413,SUP-0098,2023-01-30,0,350,15017005.4,2023-03-04,2023-03-08,0,4,330,Accepted,Overdue
PO-004927,SKU-00153,SUP-0122,2023-12-08,0,66,950.89,2023-12-31,2023-12-31,1,0,59,Accepted,Paid
PO-004928,SKU-00230,SUP-0150,2023-11-17,0,167,58615.69,2023-12-07,2023-12-10,0,3,151,Accepted,Pending
PO-004929,SKU-00163,SUP-0189,2023-01-06,0,4296,996615.94,2023-01-12,2023-01-11,1,0,4290,Partially Rejected,Paid
PO-004930,SKU-00409,SUP-0156,2023-05-07,1,688,91154.47,2023-05-27,2023-06-01,0,5,640,Accepted,Overdue
PO-004931,SKU-00295,SUP-0013,2023-06-21,0,1503,2322729.4,2023-07-06,2023-07-04,1,0,1428,Partially Rejected,Paid
PO-004932,SKU-00367,SUP-0178,2023-10-07,1,217,390912.21,2023-10-19,2023-10-21,0,2,202,Partially Rejected,Paid
PO-004933,SKU-00062,SUP-0037,2023-11-26,1,92,157740.43,2023-12-23,2023-12-28,0,5,83,Accepted,Paid
PO-004934,SKU-00358,SUP-0010,2024-01-30,0,32,6471.34,2024-02-14,2024-02-15,0,1,29,Accepted,Pending
PO-004935,SKU-00171,SUP-0062,2024-11-27,0,11,376.29,2024-12-12,2024-12-14,0,2,10,Accepted,Pending
PO-004936,SKU-00483,SUP-0118,2023-12-13,0,2275,670965.83,2023-12-21,2023-12-22,0,1,2269,Accepted,Paid
PO-004937,SKU-00243,SUP-0027,2023-11-15,0,121,439606.02,2023-12-05,2023-12-07,0,2,113,Accepted,Paid
PO-004938,SKU-00497,SUP-0187,2024-04-30,0,370,2591293.9,2024-05-16,2024-05-16,1,0,343,Accepted,Paid
PO-004939,SKU-00432,SUP-0062,2024-09-14,1,2068,5517396.29,2024-09-29,2024-10-02,0,3,1926,Accepted,Paid
PO-004940,SKU-00235,SUP-0134,2023-10-12,0,302,135547.63,2023-11-16,2023-11-14,1,0,291,Accepted,Paid
PO-004941,SKU-00184,SUP-0108,2023-02-14,0,868,4603514.72,2023-02-19,2023-02-19,1,0,843,Accepted,Paid
PO-004942,SKU-00252,SUP-0070,2024-03-10,1,84,4036975.56,2024-04-22,2024-04-28,0,6,80,Accepted,Paid
PO-004943,SKU-00209,SUP-0128,2023-03-30,0,233,7644960.3,2023-04-06,2023-04-05,1,0,230,Accepted,Pending
PO-004944,SKU-00232,SUP-0047,2023-09-17,1,35,89498.8,2023-09-21,2023-09-22,0,1,32,Accepted,Pending
PO-004945,SKU-00206,SUP-0111,2024-03-15,0,2811,1725828.21,2024-03-31,2024-04-01,0,1,2599,Partially Rejected,Paid
PO-004946,SKU-00043,SUP-0011,2024-07-06,1,1026,1200553.2,2024-07-29,2024-08-03,0,5,985,Partially Rejected,Pending
PO-004947,SKU-00399,SUP-0197,2023-07-17,0,28,8054.2,2023-07-27,2023-07-27,1,0,26,Accepted,Paid
PO-004948,SKU-00158,SUP-0035,2024-05-05,1,1008,14018275.2,2024-06-02,2024-06-08,0,6,917,Accepted,Paid
PO-004949,SKU-00437,SUP-0004,2023-09-14,0,951,1015802.17,2023-10-04,2023-10-06,0,2,882,Accepted,Paid
PO-004950,SKU-00049,SUP-0167,2023-11-01,0,2234,6434597.08,2023-11-25,2023-11-25,1,0,2038,Accepted,Paid
PO-004951,SKU-00271,SUP-0037,2023-06-04,1,286,80495.17,2023-07-01,2023-07-06,0,5,277,Accepted,Paid
PO-004952,SKU-00035,SUP-0196,2023-10-01,1,1379,432277.23,2023-10-17,2023-10-21,0,4,1242,Partially Rejected,Paid
PO-004953,SKU-00083,SUP-0122,2024-10-18,0,2245,250533.91,2024-11-10,2024-11-10,1,0,2223,Accepted,Paid
PO-004954,SKU-00477,SUP-0126,2024-08-01,0,94,871818.81,2024-08-24,2024-08-24,1,0,89,Accepted,Paid
PO-004955,SKU-00487,SUP-0041,2023-01-28,1,68,174382.07,2023-02-07,2023-02-09,0,2,67,Partially Rejected,Overdue
PO-004956,SKU-00112,SUP-0167,2024-10-31,0,460,1744873.57,2024-11-24,2024-11-24,1,0,457,Accepted,Pending
PO-004957,SKU-00428,SUP-0094,2023-12-28,0,1325,1110768.61,2024-01-17,2024-01-19,0,2,1321,Accepted,Paid
PO-004958,SKU-00135,SUP-0084,2024-12-15,1,42,1629798.4,2025-01-02,2025-01-06,0,4,38,Accepted,Pending
PO-004959,SKU-00156,SUP-0173,2024-04-13,1,1350,51127857.18,2024-05-13,2024-05-19,0,6,1295,Accepted,Pending
PO-004960,SKU-00354,SUP-0058,2023-07-29,1,1496,42953486.24,2023-09-02,2023-09-12,0,10,1442,Accepted,Overdue
PO-004961,SKU-00099,SUP-0042,2024-02-08,0,38,182744.93,2024-02-24,2024-02-25,0,1,34,Accepted,Paid
PO-004962,SKU-00462,SUP-0185,2024-02-26,0,2142,7947712.15,2024-03-18,2024-03-19,0,1,2012,Accepted,Paid
PO-004963,SKU-00358,SUP-0010,2024-10-28,0,74,15216.14,2024-11-12,2024-11-12,1,0,71,Accepted,Pending
PO-004964,SKU-00430,SUP-0100,2023-08-18,0,2269,6191504.96,2023-09-19,2023-09-18,1,0,2243,Accepted,Paid
PO-004965,SKU-00070,SUP-0049,2023-11-11,1,55,116392.51,2023-11-20,2023-11-23,0,3,52,Accepted,Pending
PO-004966,SKU-00268,SUP-0142,2024-04-01,0,139,220509.47,2024-04-28,2024-05-01,0,3,132,Partially Rejected,Paid
PO-004967,SKU-00360,SUP-0183,2024-08-04,1,579,64365.66,2024-08-10,2024-08-12,0,2,521,Accepted,Paid
PO-004968,SKU-00300,SUP-0170,2023-04-19,0,654,10280242.51,2023-05-03,2023-05-04,0,1,602,Accepted,Pending
PO-004969,SKU-00323,SUP-0065,2024-10-12,1,42,108492.09,2024-10-28,2024-11-01,0,4,38,Fully Rejected,Paid
PO-004970,SKU-00280,SUP-0123,2023-07-09,1,349,414803.33,2023-07-19,2023-07-21,0,2,326,Accepted,Paid
PO-004971,SKU-00391,SUP-0123,2024-12-20,0,1868,5699903.55,2024-12-30,2024-12-31,0,1,1682,Accepted,Overdue
PO-004972,SKU-00253,SUP-0058,2023-04-29,1,143,637613.39,2023-06-03,2023-06-13,0,10,139,Partially Rejected,Paid
PO-004973,SKU-00326,SUP-0059,2024-06-14,0,237,2864348.19,2024-06-26,2024-06-27,0,1,218,Accepted,Paid
PO-004974,SKU-00497,SUP-0187,2023-09-10,1,102,746264.97,2023-09-26,2023-09-30,0,4,100,Accepted,Paid
PO-004975,SKU-00083,SUP-0122,2024-11-23,1,2252,242982.19,2024-12-16,2024-12-22,0,6,2092,Accepted,Paid
PO-004976,SKU-00169,SUP-0195,2024-03-25,0,2294,1049794.46,2024-04-09,2024-04-10,0,1,2066,Partially Rejected,Pending
PO-004977,SKU-00386,SUP-0067,2023-06-04,1,2082,56442.11,2023-07-01,2023-07-06,0,5,2051,Partially Rejected,Paid
PO-004978,SKU-00178,SUP-0104,2024-05-23,0,351,2547461.87,2024-05-30,2024-05-29,1,0,339,Accepted,Pending
PO-004979,SKU-00278,SUP-0142,2024-02-22,0,213,15097.41,2024-03-20,2024-03-17,1,0,203,Accepted,Paid
PO-004980,SKU-00430,SUP-0100,2023-02-01,0,3422,9202394.45,2023-03-05,2023-03-03,1,0,3111,Accepted,Paid
PO-004981,SKU-00293,SUP-0183,2023-11-04,1,209,9363028.81,2023-11-10,2023-11-12,0,2,199,Accepted,Pending
PO-004982,SKU-00058,SUP-0151,2024-06-18,0,439,3713190.81,2024-07-07,2024-07-09,0,2,419,Accepted,Paid
PO-004983,SKU-00291,SUP-0010,2024-12-05,0,1005,840391.26,2024-12-20,2024-12-22,0,2,987,Accepted,Paid
PO-004984,SKU-00071,SUP-0043,2024-07-18,0,678,3233510.2,2024-08-09,2024-08-07,1,0,673,Accepted,Paid
PO-004985,SKU-00351,SUP-0021,2023-12-22,0,413,4948877.97,2023-12-31,2023-12-31,1,0,404,Accepted,Paid
PO-004986,SKU-00379,SUP-0003,2024-01-29,0,1255,73660.38,2024-02-26,2024-03-01,0,4,1134,Accepted,Pending
PO-004987,SKU-00066,SUP-0111,2023-05-02,0,243,188567.92,2023-05-18,2023-05-17,1,0,229,Accepted,Paid
PO-004988,SKU-00219,SUP-0059,2024-10-15,0,2053,14781161.94,2024-10-27,2024-10-26,1,0,1928,Accepted,Paid
PO-004989,SKU-00169,SUP-0195,2023-02-01,0,4164,1933410.03,2023-02-16,2023-02-18,0,2,4049,Accepted,Paid
PO-004990,SKU-00437,SUP-0004,2023-09-17,1,632,684219.82,2023-10-07,2023-10-11,0,4,595,Accepted,Paid
PO-004991,SKU-00191,SUP-0046,2023-06-14,0,244,732932.26,2023-06-23,2023-06-23,1,0,225,Accepted,Paid
PO-004992,SKU-00401,SUP-0125,2023-06-19,0,212,22515.65,2023-07-01,2023-07-02,0,1,198,Accepted,Paid
PO-004993,SKU-00423,SUP-0064,2023-09-29,0,284,389766.89,2023-10-30,2023-10-31,0,1,273,Accepted,Paid
PO-004994,SKU-00088,SUP-0069,2024-11-17,1,325,458476.09,2024-11-22,2024-11-23,0,1,312,Partially Rejected,Paid
PO-004995,SKU-00458,SUP-0197,2024-08-15,0,2268,1264517.04,2024-08-25,2024-08-25,1,0,2224,Accepted,Paid
PO-004996,SKU-00139,SUP-0173,2023-11-05,1,155,789332.83,2023-12-05,2023-12-11,0,6,142,Accepted,Paid
PO-004997,SKU-00306,SUP-0123,2023-11-14,0,197,1530925.63,2023-11-24,2023-11-25,0,1,186,Partially Rejected,Paid
PO-004998,SKU-00302,SUP-0125,2023-09-26,0,63,97050.45,2023-10-08,2023-10-08,1,0,58,Accepted,Overdue
PO-004999,SKU-00421,SUP-0085,2023-09-13,0,2767,1066204.92,2023-09-27,2023-09-27,1,0,2526,Accepted,Paid
PO-005000,SKU-00460,SUP-0073,2023-10-02,0,2457,2470931.71,2023-10-19,2023-10-20,0,1,2259,Accepted,Paid
PO-005001,SKU-00073,SUP-0166,2023-01-15,1,39,3401.09,2023-01-29,2023-02-01,0,3,38,Accepted,Paid
PO-005002,SKU-00049,SUP-0167,2024-07-11,0,2447,7395545.06,2024-08-04,2024-08-07,0,3,2369,Accepted,Paid
PO-005003,SKU-00207,SUP-0047,2023-09-12,0,163,2702811.15,2023-09-16,2023-09-16,1,0,162,Accepted,Paid
PO-005004,SKU-00012,SUP-0193,2024-06-13,0,801,52977.04,2024-06-24,2024-06-24,1,0,785,Accepted,Paid
PO-005005,SKU-00324,SUP-0159,2023-06-30,0,843,2808282.73,2023-07-08,2023-07-09,0,1,783,Partially Rejected,Paid
PO-005006,SKU-00015,SUP-0145,2024-07-09,0,72,634364.82,2024-07-16,2024-07-15,1,0,69,Accepted,Paid
PO-005007,SKU-00174,SUP-0109,2024-04-22,0,80,294179.92,2024-05-24,2024-05-24,1,0,78,Accepted,Paid
PO-005008,SKU-00267,SUP-0010,2024-09-25,0,55,69248.89,2024-10-10,2024-10-10,1,0,53,Accepted,Paid
PO-005009,SKU-00410,SUP-0175,2023-02-06,0,23,7595.53,2023-02-26,2023-02-28,0,2,21,Accepted,Paid
PO-005010,SKU-00249,SUP-0096,2023-05-07,1,781,258158.42,2023-05-16,2023-05-17,0,1,733,Accepted,Pending
PO-005011,SKU-00077,SUP-0164,2023-07-28,0,202,15263.46,2023-09-07,2023-09-05,1,0,191,Accepted,Paid
PO-005012,SKU-00398,SUP-0042,2024-05-17,0,84,289582.47,2024-06-02,2024-06-03,0,1,78,Accepted,Paid
PO-005013,SKU-00416,SUP-0114,2024-12-04,0,4404,25858453.73,2024-12-13,2024-12-12,1,0,4113,Accepted,Pending
PO-005014,SKU-00248,SUP-0071,2023-11-23,0,1196,4874790.27,2023-11-30,2023-11-30,1,0,1182,Accepted,Paid
PO-005015,SKU-00406,SUP-0085,2023-12-28,0,694,533301.25,2024-01-11,2024-01-12,0,1,653,Accepted,Paid
PO-005016,SKU-00059,SUP-0190,2024-12-22,1,229,13151.3,2025-01-03,2025-01-05,0,2,212,Accepted,Pending
PO-005017,SKU-00072,SUP-0151,2023-08-04,0,1506,143405.15,2023-08-23,2023-08-22,1,0,1388,Accepted,Paid
PO-005018,SKU-00488,SUP-0192,2023-10-04,0,137,250794.14,2023-11-01,2023-11-04,0,3,132,Accepted,Paid
PO-005019,SKU-00048,SUP-0170,2023-01-11,0,203,252594.22,2023-01-25,2023-01-24,1,0,198,Accepted,Paid
PO-005020,SKU-00340,SUP-0122,2023-04-14,0,123,5662265.02,2023-05-07,2023-05-06,1,0,120,Accepted,Paid
PO-005021,SKU-00002,SUP-0056,2023-03-28,0,157,121583.48,2023-04-21,2023-04-18,1,0,143,Accepted,Paid
PO-005022,SKU-00119,SUP-0174,2023-12-18,0,271,198667.88,2024-01-16,2024-01-20,0,4,267,Accepted,Pending
PO-005023,SKU-00134,SUP-0101,2024-02-01,0,1784,84142924.3,2024-02-16,2024-02-14,1,0,1776,Accepted,Paid
PO-005024,SKU-00238,SUP-0087,2023-04-28,0,237,16893.36,2023-05-18,2023-05-17,1,0,229,Accepted,Overdue
PO-005025,SKU-00130,SUP-0102,2023-01-17,0,2291,95261.18,2023-01-27,2023-01-27,1,0,2237,Accepted,Paid
PO-005026,SKU-00053,SUP-0159,2023-01-07,1,73,2574761.08,2023-01-15,2023-01-17,0,2,66,Accepted,Paid
PO-005027,SKU-00038,SUP-0002,2023-08-12,1,918,3386103.55,2023-08-22,2023-08-24,0,2,828,Accepted,Paid
PO-005028,SKU-00291,SUP-0010,2023-06-19,0,1270,1104218.77,2023-07-04,2023-07-05,0,1,1181,Accepted,Paid
PO-005029,SKU-00281,SUP-0167,2024-08-06,0,161,749366.34,2024-08-30,2024-09-01,0,2,152,Accepted,Paid
PO-005030,SKU-00076,SUP-0034,2024-06-30,1,47,2188.26,2024-07-13,2024-07-15,0,2,44,Accepted,Overdue
PO-005031,SKU-00364,SUP-0082,2024-10-15,0,55,7331.84,2024-10-27,2024-10-26,1,0,52,Accepted,Paid
PO-005032,SKU-00413,SUP-0098,2024-02-18,1,274,11724399.64,2024-03-22,2024-03-31,0,9,248,Accepted,Paid
PO-005033,SKU-00385,SUP-0060,2023-09-26,0,2201,55619786.22,2023-10-11,2023-10-10,1,0,2031,Accepted,Paid
PO-005034,SKU-00307,SUP-0022,2023-12-30,1,11,324685.5,2024-01-24,2024-01-28,0,4,10,Accepted,Paid
PO-005035,SKU-00208,SUP-0079,2023-04-18,0,398,16200718.91,2023-05-12,2023-05-16,0,4,393,Accepted,Paid
PO-005036,SKU-00078,SUP-0037,2024-04-15,0,293,878546.32,2024-05-12,2024-05-09,1,0,292,Accepted,Pending
PO-005037,SKU-00383,SUP-0184,2023-09-21,0,849,808490.67,2023-09-28,2023-09-29,0,1,790,Accepted,Paid
PO-005038,SKU-00370,SUP-0074,2023-04-17,0,1104,8403849.73,2023-05-14,2023-05-13,1,0,1044,Accepted,Pending
PO-005039,SKU-00140,SUP-0127,2023-08-19,1,90,255595.17,2023-08-23,2023-08-24,0,1,87,Accepted,Pending
PO-005040,SKU-00355,SUP-0058,2024-09-22,1,4958,45632521.16,2024-10-27,2024-11-02,0,6,4644,Accepted,Paid
PO-005041,SKU-00383,SUP-0184,2023-11-15,0,672,590885.62,2023-11-22,2023-11-21,1,0,662,Accepted,Paid
PO-005042,SKU-00250,SUP-0066,2023-08-01,0,296,815235.87,2023-08-29,2023-08-26,1,0,292,Accepted,Paid
PO-005043,SKU-00436,SUP-0036,2023-08-27,1,2285,14620578.76,2023-09-05,2023-09-07,0,2,2247,Accepted,Paid
PO-005044,SKU-00060,SUP-0134,2023-07-30,1,156,103403.82,2023-09-03,2023-09-11,0,8,146,Accepted,Pending
PO-005045,SKU-00375,SUP-0084,2024-12-11,0,128,478938.84,2024-12-29,2024-12-27,1,0,127,Accepted,Pending
PO-005046,SKU-00331,SUP-0192,2024-06-24,0,2675,44433527.48,2024-07-22,2024-07-26,0,4,2507,Accepted,Paid
PO-005047,SKU-00057,SUP-0048,2023-06-28,0,103,4219025.24,2023-07-24,2023-07-26,0,2,94,Accepted,Paid
PO-005048,SKU-00105,SUP-0036,2024-05-16,0,18,133768.37,2024-05-25,2024-05-24,1,0,16,Accepted,Pending
PO-005049,SKU-00423,SUP-0064,2024-03-02,1,309,455038.63,2024-04-02,2024-04-09,0,7,294,Accepted,Paid
PO-005050,SKU-00115,SUP-0124,2023-10-03,0,1968,13576987.95,2023-10-15,2023-10-13,1,0,1936,Accepted,Paid
PO-005051,SKU-00385,SUP-0060,2024-09-25,0,1229,32554649.14,2024-10-10,2024-10-12,0,2,1206,Accepted,Paid
PO-005052,SKU-00451,SUP-0008,2023-04-10,0,152,4183258.39,2023-04-18,2023-04-17,1,0,150,Accepted,Paid
PO-005053,SKU-00263,SUP-0139,2024-01-25,0,10,47501.73,2024-02-05,2024-02-05,1,0,9,Accepted,Paid
PO-005054,SKU-00493,SUP-0015,2024-09-07,1,284,160586.25,2024-10-03,2024-10-09,0,6,261,Accepted,Paid
PO-005055,SKU-00128,SUP-0174,2024-09-07,1,53,4261.05,2024-10-06,2024-10-13,0,7,49,Accepted,Pending
PO-005056,SKU-00210,SUP-0175,2023-04-27,0,519,8699309.45,2023-05-17,2023-05-17,1,0,485,Accepted,Paid
PO-005057,SKU-00243,SUP-0027,2023-02-26,1,140,525970.74,2023-03-18,2023-03-23,0,5,131,Accepted,Paid
PO-005058,SKU-00158,SUP-0035,2024-08-30,0,2254,32427335.83,2024-09-27,2024-09-23,1,0,2218,Accepted,Paid
PO-005059,SKU-00199,SUP-0135,2024-07-19,0,46,127638.37,2024-08-07,2024-08-08,0,1,43,Accepted,Overdue
PO-005060,SKU-00077,SUP-0164,2024-11-02,1,516,39564.39,2024-12-13,2024-12-20,0,7,515,Accepted,Paid
PO-005061,SKU-00139,SUP-0173,2023-05-08,0,248,1235238.5,2023-06-07,2023-06-06,1,0,238,Accepted,Paid
PO-005062,SKU-00405,SUP-0071,2024-11-24,1,40,494.5,2024-12-01,2024-12-03,0,2,36,Accepted,Paid
PO-005063,SKU-00427,SUP-0065,2024-05-24,0,21,167749.22,2024-06-09,2024-06-07,1,0,19,Accepted,Overdue
PO-005064,SKU-00436,SUP-0036,2023-05-16,0,991,6107348.93,2023-05-25,2023-05-23,1,0,916,Accepted,Paid
PO-005065,SKU-00279,SUP-0035,2023-04-02,1,3477,15455361.87,2023-04-30,2023-05-05,0,5,3411,Accepted,Paid
PO-005066,SKU-00417,SUP-0023,2023-05-21,1,45,8129.61,2023-06-09,2023-06-13,0,4,41,Accepted,Pending
PO-005067,SKU-00313,SUP-0001,2023-10-04,0,369,341156.42,2023-11-15,2023-11-21,0,6,358,Accepted,Overdue
PO-005068,SKU-00236,SUP-0125,2023-08-15,0,274,2657.33,2023-08-27,2023-08-26,1,0,255,Accepted,Paid
PO-005069,SKU-00385,SUP-0060,2023-01-01,1,1764,48216955.83,2023-01-16,2023-01-19,0,3,1729,Accepted,Paid
PO-005070,SKU-00067,SUP-0102,2023-09-22,0,1693,5448036.84,2023-10-02,2023-09-30,1,0,1682,Partially Rejected,Paid
PO-005071,SKU-00402,SUP-0055,2023-06-06,0,174,137947.71,2023-06-27,2023-06-28,0,1,158,Accepted,Paid
PO-005072,SKU-00331,SUP-0192,2024-04-22,0,1331,21750032.19,2024-05-20,2024-05-20,1,0,1225,Accepted,Paid
PO-005073,SKU-00341,SUP-0114,2023-05-23,0,342,3912803.27,2023-06-01,2023-06-01,1,0,311,Accepted,Paid
PO-005074,SKU-00363,SUP-0037,2023-01-28,1,143,2930686.38,2023-02-24,2023-03-02,0,6,139,Accepted,Overdue
PO-005075,SKU-00190,SUP-0012,2024-04-15,0,1544,2486657.66,2024-05-01,2024-04-29,1,0,1414,Accepted,Paid
PO-005076,SKU-00034,SUP-0188,2023-09-16,1,2388,2139323.95,2023-09-30,2023-10-03,0,3,2381,Partially Rejected,Paid
PO-005077,SKU-00090,SUP-0136,2023-10-23,0,19,20.98,2023-11-01,2023-10-30,1,0,18,Accepted,Paid
PO-005078,SKU-00421,SUP-0085,2023-07-30,1,1965,733668.98,2023-08-13,2023-08-15,0,2,1873,Accepted,Paid
PO-005079,SKU-00497,SUP-0187,2023-02-26,1,224,1673838.56,2023-03-14,2023-03-16,0,2,217,Accepted,Paid
PO-005080,SKU-00270,SUP-0017,2023-12-05,0,132,2296685.84,2023-12-25,2023-12-22,1,0,129,Accepted,Pending
PO-005081,SKU-00307,SUP-0022,2023-10-16,0,99,2876336.86,2023-11-10,2023-11-09,1,0,89,Accepted,Pending
PO-005082,SKU-00209,SUP-0128,2024-04-04,0,346,11115699.85,2024-04-11,2024-04-10,1,0,324,Accepted,Paid
PO-005083,SKU-00229,SUP-0044,2024-12-26,0,50,17924.09,2025-01-17,2025-01-14,1,0,45,Accepted,Paid
PO-005084,SKU-00095,SUP-0060,2024-10-23,0,201,184208.4,2024-11-07,2024-11-05,1,0,188,Accepted,Pending
PO-005085,SKU-00407,SUP-0107,2024-03-26,0,1503,2091659.47,2024-04-07,2024-04-08,0,1,1397,Accepted,Paid
PO-005086,SKU-00067,SUP-0102,2023-03-28,0,4163,13414024.5,2023-04-07,2023-04-06,1,0,4039,Accepted,Paid
PO-005087,SKU-00494,SUP-0199,2024-03-02,1,60,1498407.77,2024-03-11,2024-03-13,0,2,55,Accepted,Paid
PO-005088,SKU-00422,SUP-0199,2024-11-12,0,2662,86535.9,2024-11-21,2024-11-22,0,1,2568,Accepted,Paid
PO-005089,SKU-00317,SUP-0159,2023-10-11,0,695,155144.65,2023-10-19,2023-10-20,0,1,690,Accepted,Pending
PO-005090,SKU-00239,SUP-0055,2023-01-08,1,151,71173.9,2023-01-29,2023-02-02,0,4,137,Accepted,Paid
PO-005091,SKU-00364,SUP-0082,2023-11-25,1,120,15293.22,2023-12-07,2023-12-09,0,2,119,Accepted,Paid
PO-005092,SKU-00204,SUP-0152,2023-04-29,1,2177,14974224.21,2023-05-27,2023-06-03,0,7,2019,Accepted,Paid
PO-005093,SKU-00219,SUP-0059,2024-07-19,0,1181,8070483.63,2024-07-31,2024-08-01,0,1,1143,Accepted,Paid
PO-005094,SKU-00105,SUP-0036,2024-10-24,0,71,557752.75,2024-11-02,2024-11-01,1,0,69,Accepted,Pending
PO-005095,SKU-00106,SUP-0009,2023-04-22,1,244,1102778.47,2023-05-17,2023-05-24,0,7,224,Accepted,Paid
PO-005096,SKU-00495,SUP-0155,2023-12-04,0,782,522108.72,2023-12-12,2023-12-12,1,0,739,Accepted,Paid
PO-005097,SKU-00046,SUP-0133,2024-09-25,0,702,22654.83,2024-10-06,2024-10-08,0,2,636,Accepted,Paid
PO-005098,SKU-00016,SUP-0138,2023-11-20,0,326,1446893.84,2023-11-24,2023-11-25,0,1,313,Accepted,Pending
PO-005099,SKU-00007,SUP-0009,2024-05-20,0,170,15279.45,2024-06-14,2024-06-11,1,0,155,Accepted,Paid
PO-005100,SKU-00430,SUP-0100,2024-06-22,1,2101,5670258.79,2024-07-24,2024-07-30,0,6,2003,Accepted,Overdue
PO-005101,SKU-00340,SUP-0122,2024-06-15,1,82,3601911.73,2024-07-08,2024-07-11,0,3,75,Accepted,Paid
PO-005102,SKU-00325,SUP-0056,2023-02-18,1,88,400822.56,2023-03-14,2023-03-20,0,6,82,Accepted,Pending
PO-005103,SKU-00379,SUP-0003,2024-11-09,1,3182,187777.71,2024-12-07,2024-12-12,0,5,3095,Accepted,Pending
PO-005104,SKU-00323,SUP-0065,2024-10-15,0,62,156847.26,2024-10-31,2024-10-31,1,0,58,Accepted,Paid
PO-005105,SKU-00363,SUP-0037,2023-04-22,1,159,3087851.79,2023-05-19,2023-05-26,0,7,155,Accepted,Paid
PO-005106,SKU-00375,SUP-0084,2024-01-03,0,142,531879.28,2024-01-21,2024-01-21,1,0,139,Accepted,Paid
PO-005107,SKU-00397,SUP-0094,2024-08-06,0,1815,10226442.69,2024-08-26,2024-08-25,1,0,1787,Accepted,Paid
PO-005108,SKU-00448,SUP-0098,2024-07-08,0,2482,677323.99,2024-08-10,2024-08-10,1,0,2294,Accepted,Pending
PO-005109,SKU-00162,SUP-0102,2023-02-02,0,278,1262538.77,2023-02-12,2023-02-11,1,0,263,Accepted,Paid
PO-005110,SKU-00214,SUP-0090,2024-09-08,1,1891,44499.12,2024-09-17,2024-09-19,0,2,1817,Partially Rejected,Paid
PO-005111,SKU-00141,SUP-0054,2024-01-29,0,853,941527.99,2024-02-17,2024-02-19,0,2,847,Accepted,Paid
PO-005112,SKU-00334,SUP-0180,2023-12-01,0,440,2350.91,2024-01-01,2024-01-05,0,4,410,Accepted,Paid
PO-005113,SKU-00201,SUP-0075,2023-08-09,0,685,2446959.4,2023-09-07,2023-09-09,0,2,628,Accepted,Paid
PO-005114,SKU-00452,SUP-0034,2024-03-14,0,118,290987.19,2024-03-27,2024-03-26,1,0,108,Accepted,Paid
PO-005115,SKU-00096,SUP-0114,2024-08-31,1,1095,51135.99,2024-09-09,2024-09-12,0,3,1028,Accepted,Paid
PO-005116,SKU-00074,SUP-0112,2024-04-19,0,1362,50819514.95,2024-04-24,2024-04-24,1,0,1322,Accepted,Pending
PO-005117,SKU-00192,SUP-0079,2023-10-24,0,43,261319.71,2023-11-17,2023-11-18,0,1,39,Accepted,Pending
PO-005118,SKU-00159,SUP-0067,2024-10-13,1,3482,2648295.26,2024-11-09,2024-11-15,0,6,3312,Accepted,Paid
PO-005119,SKU-00475,SUP-0126,2024-11-09,1,2933,37003429.87,2024-12-02,2024-12-08,0,6,2920,Accepted,Paid
PO-005120,SKU-00268,SUP-0142,2024-09-17,0,144,234202.82,2024-10-14,2024-10-16,0,2,130,Accepted,Paid
PO-005121,SKU-00176,SUP-0175,2024-04-29,0,311,1441591.09,2024-05-19,2024-05-20,0,1,297,Accepted,Paid
PO-005122,SKU-00302,SUP-0125,2024-02-07,0,249,372074.27,2024-02-19,2024-02-20,0,1,229,Partially Rejected,Pending
PO-005123,SKU-00083,SUP-0122,2024-01-07,1,345,38583.81,2024-01-30,2024-02-03,0,4,334,Accepted,Paid
PO-005124,SKU-00278,SUP-0142,2023-05-10,0,183,13148.25,2023-06-06,2023-06-02,1,0,166,Accepted,Paid
PO-005125,SKU-00305,SUP-0155,2023-12-11,0,885,2907338.11,2023-12-19,2023-12-20,0,1,833,Accepted,Pending
PO-005126,SKU-00058,SUP-0151,2023-05-02,0,289,2467058.59,2023-05-21,2023-05-23,0,2,284,Accepted,Paid
