supplier_id,month,otif_percentage,avg_lead_time_days,quality_reject_rate_pct,orders_placed,orders_fulfilled_on_time,fill_rate_pct,capacity_utilization_pct,invoices_submitted,invoices_paid_on_time
SUP-0092,2024-02,96.82,16.9,0.0,12,11,92.2,75.8,12,9
SUP-0092,2024-03,98.28,20.5,2.6,12,11,94.8,82.9,12,9
SUP-0092,2024-04,98.49,14.2,0.53,15,14,95.9,63.8,15,14
SUP-0092,2024-05,99.99,20.6,1.16,11,10,94.1,77.4,11,7
SUP-0092,2024-06,100.0,23.6,0.24,12,12,95.8,91.1,12,8
SUP-0092,2024-07,100.0,16.5,0.12,9,9,91.2,83.8,9,6
SUP-0092,2024-08,98.92,20.0,0.63,9,8,90.3,88.0,9,7
SUP-0092,2024-09,100.0,20.6,7.83,12,12,90.1,63.7,12,11
SUP-0092,2024-10,100.0,17.1,1.58,15,15,98.9,84.5,15,13
SUP-0092,2024-11,100.0,20.1,1.45,12,12,91.3,64.9,12,11
SUP-0092,2024-12,100.0,19.4,0.49,9,9,96.3,86.4,9,7
SUP-0093,2023-01,83.2,21.6,14.81,9,7,92.5,75.7,9,8
SUP-0093,2023-02,82.56,21.6,2.46,18,14,95.6,60.6,18,13
SUP-0093,2023-03,81.48,20.6,4.84,16,13,91.3,73.4,16,14
SUP-0093,2023-04,79.31,19.2,5.6,11,8,76.9,75.6,11,9
SUP-0093,2023-05,80.86,25.6,6.91,11,8,88.9,91.7,11,9
SUP-0093,2023-06,82.28,29.2,2.08,16,13,88.3,64.0,16,15
SUP-0093,2023-07,80.4,25.7,3.51,11,8,92.7,77.3,11,8
SUP-0093,2023-08,81.02,24.7,1.24,13,10,94.7,79.8,13,10
SUP-0093,2023-09,81.66,24.6,2.84,22,17,96.1,90.3,22,19
SUP-0093,2023-10,77.99,23.0,0.58,17,13,71.1,86.6,17,14
SUP-0093,2023-11,78.72,16.1,2.41,10,7,72.5,61.6,10,9
SUP-0093,2023-12,77.08,26.0,9.65,11,8,87.6,61.4,11,9
SUP-0093,2024-01,76.36,21.3,3.35,6,4,81.1,73.4,6,5
SUP-0093,2024-02,76.64,20.8,2.31,13,9,74.6,77.4,13,10
SUP-0093,2024-03,74.91,21.3,8.45,13,9,85.8,62.4,13,9
SUP-0093,2024-04,72.94,21.8,3.15,12,8,73.3,75.3,12,9
SUP-0093,2024-05,72.49,26.8,8.36,15,10,75.0,73.8,15,13
SUP-0093,2024-06,71.8,23.4,8.61,9,6,82.7,83.6,9,7
SUP-0093,2024-07,73.43,23.1,10.3,14,10,74.8,88.5,14,12
SUP-0093,2024-08,74.44,16.7,0.49,13,9,77.7,79.7,13,11
SUP-0093,2024-09,73.47,23.8,4.24,15,11,87.1,64.6,15,10
SUP-0093,2024-10,75.06,20.7,0.74,7,5,82.0,75.5,7,5
SUP-0093,2024-11,76.79,28.8,1.91,9,6,81.4,92.3,9,7
SUP-0093,2024-12,78.63,23.0,4.0,9,7,78.1,70.8,9,7
SUP-0094,2023-01,84.57,17.9,0.73,20,16,90.1,93.0,20,15
SUP-0094,2023-02,85.06,23.3,4.66,10,8,94.0,76.3,10,9
SUP-0094,2023-03,87.11,24.0,2.53,14,12,89.2,80.6,14,10
SUP-0094,2023-04,88.1,17.0,0.55,15,13,96.2,65.7,15,14
SUP-0094,2023-05,89.25,20.1,0.53,19,16,93.6,66.7,19,17
SUP-0094,2023-06,88.48,20.7,0.26,13,11,98.3,70.6,13,9
SUP-0094,2023-07,89.71,19.4,0.63,8,7,96.7,64.9,8,6
SUP-0094,2023-08,91.44,18.9,1.97,16,14,94.2,78.2,16,12
SUP-0094,2023-09,92.26,21.1,0.65,5,4,88.4,73.0,5,4
SUP-0094,2023-10,93.99,20.8,2.45,17,15,88.9,63.3,17,15
SUP-0094,2023-11,96.34,21.9,2.95,13,12,91.8,88.4,13,10
SUP-0094,2023-12,97.39,23.6,1.18,7,6,97.5,85.9,7,5
SUP-0094,2024-01,99.2,17.1,1.54,7,6,90.4,61.6,7,5
SUP-0094,2024-02,100.0,21.6,0.47,10,10,95.4,83.1,10,7
SUP-0094,2024-03,100.0,23.0,1.14,17,17,90.9,79.6,17,16
SUP-0094,2024-04,100.0,16.5,2.66,14,14,91.6,83.2,14,11
SUP-0094,2024-05,100.0,26.6,0.05,7,7,96.7,91.0,7,5
SUP-0094,2024-06,100.0,17.7,0.7,17,17,95.5,65.9,17,14
SUP-0094,2024-07,100.0,24.2,3.72,16,16,92.4,86.5,16,13
SUP-0094,2024-08,100.0,27.6,0.38,3,3,98.0,72.8,3,2
SUP-0094,2024-09,100.0,20.9,2.05,14,14,98.4,83.0,14,12
SUP-0094,2024-10,100.0,20.9,1.13,9,9,88.1,90.8,9,8
SUP-0094,2024-11,100.0,20.9,2.57,11,11,88.8,69.7,11,10
SUP-0094,2024-12,100.0,19.0,10.23,11,11,92.3,75.1,11,8
SUP-0095,2023-01,89.42,9.1,0.16,9,8,97.9,80.4,9,6
SUP-0095,2023-02,89.54,7.9,0.91,10,8,96.9,61.5,10,7
SUP-0095,2023-03,87.82,9.2,3.6,14,12,95.2,87.6,14,11
SUP-0095,2023-04,87.64,6.8,1.9,23,20,89.6,89.3,23,17
SUP-0095,2023-05,87.52,6.9,0.48,11,9,91.6,74.5,11,8
SUP-0095,2023-06,88.0,9.1,1.11,9,7,95.2,82.0,9,8
SUP-0095,2023-07,90.43,8.4,6.01,9,8,94.3,61.9,9,7
SUP-0095,2023-08,91.9,6.0,1.22,13,11,91.5,79.4,13,11
SUP-0095,2023-09,92.34,6.3,5.96,10,9,91.5,84.2,10,7
SUP-0095,2023-10,91.9,7.8,2.46,11,10,89.3,84.7,11,9
SUP-0095,2023-11,91.68,9.8,2.76,8,7,92.2,92.8,8,5
SUP-0095,2023-12,91.47,9.1,0.57,9,8,98.8,81.7,9,6
SUP-0095,2024-01,90.66,8.7,2.85,8,7,98.1,75.9,8,5
SUP-0095,2024-02,87.88,8.0,2.03,18,15,95.4,93.7,18,15
SUP-0095,2024-03,89.09,9.3,0.41,12,10,91.6,62.3,12,9
SUP-0095,2024-04,89.67,9.7,0.55,15,13,91.1,93.2,15,10
SUP-0095,2024-05,90.08,7.1,0.5,12,10,89.6,61.1,12,8
SUP-0095,2024-06,92.43,10.4,3.32,11,10,97.7,70.2,11,8
SUP-0095,2024-07,94.26,7.4,2.49,16,15,90.6,74.6,16,11
SUP-0095,2024-08,95.59,9.4,3.14,12,11,91.6,81.8,12,10
SUP-0095,2024-09,93.8,6.6,1.24,10,9,89.1,71.3,10,8
SUP-0095,2024-10,92.22,9.2,2.97,11,10,90.1,78.5,11,8
SUP-0095,2024-11,91.96,8.6,2.55,13,11,89.2,69.4,13,10
SUP-0095,2024-12,95.22,10.5,2.36,11,10,89.4,70.1,11,9
SUP-0096,2023-01,86.98,8.3,5.54,13,11,93.9,72.6,13,9
SUP-0096,2023-02,84.78,9.7,7.99,17,14,93.2,77.2,17,12
SUP-0096,2023-03,83.84,11.7,3.44,6,5,89.1,77.8,6,4
SUP-0096,2023-04,85.98,8.0,0.08,9,7,91.5,60.6,9,8
SUP-0096,2023-05,86.18,8.3,1.08,18,15,88.8,62.5,18,15
SUP-0096,2023-06,86.4,7.6,4.66,7,6,96.1,90.7,7,5
SUP-0096,2023-07,85.58,9.4,0.42,12,10,98.5,75.9,12,8
SUP-0096,2023-08,85.21,10.3,3.88,11,9,93.4,85.8,11,8
SUP-0096,2023-09,86.94,10.0,3.25,9,7,90.9,77.8,9,8
SUP-0096,2023-10,85.96,10.8,1.27,20,17,95.7,64.7,20,14
SUP-0096,2023-11,87.35,7.8,0.36,7,6,93.2,94.3,7,5
SUP-0096,2023-12,92.83,10.6,0.48,9,8,90.2,69.5,9,6
SUP-0096,2024-01,90.25,8.4,0.01,20,18,95.8,64.0,20,19
SUP-0096,2024-02,90.58,10.9,4.82,11,9,93.8,63.3,11,9
SUP-0096,2024-03,88.74,7.8,5.42,4,3,92.2,68.6,4,2
SUP-0096,2024-04,87.57,10.1,0.32,11,9,89.2,94.2,11,8
SUP-0096,2024-05,86.84,7.0,1.6,13,11,97.7,82.9,13,11
SUP-0096,2024-06,88.23,8.1,0.13,12,10,88.1,76.1,12,9
SUP-0096,2024-07,87.67,11.1,2.06,12,10,96.7,84.0,12,9
SUP-0096,2024-08,86.37,9.6,0.55,9,7,88.7,79.7,9,8
SUP-0096,2024-09,85.58,6.4,0.47,7,5,92.4,71.0,7,5
SUP-0096,2024-10,84.03,9.6,1.62,16,13,97.7,62.2,16,12
SUP-0096,2024-11,83.15,11.1,3.98,10,8,92.9,63.4,10,7
SUP-0096,2024-12,84.38,8.7,3.3,13,10,94.5,88.8,13,9
SUP-0097,2023-01,89.4,36.8,2.44,12,10,93.0,94.0,12,8
SUP-0097,2023-02,87.62,41.7,0.88,8,7,88.4,70.4,8,7
SUP-0097,2023-03,89.31,55.0,14.14,11,9,92.1,73.1,11,8
SUP-0097,2023-04,88.78,44.5,5.93,12,10,95.4,74.9,12,11
SUP-0097,2023-05,87.42,33.3,13.67,18,15,94.8,64.5,18,16
SUP-0097,2023-06,87.12,40.9,3.31,13,11,89.1,71.1,13,9
SUP-0097,2023-07,88.77,45.9,5.99,15,13,94.2,82.3,15,14
SUP-0097,2023-08,90.51,53.4,6.69,6,5,90.0,78.7,6,4
SUP-0097,2023-09,90.95,39.9,1.57,12,10,89.9,89.6,12,10
SUP-0097,2023-10,90.02,38.7,6.57,11,9,90.5,81.3,11,10
SUP-0097,2023-11,86.8,50.0,3.88,13,11,92.5,67.4,13,9
SUP-0097,2023-12,86.64,30.9,3.77,7,6,91.3,79.7,7,5
SUP-0097,2024-01,88.98,33.0,4.91,15,13,91.6,68.9,15,11
SUP-0097,2024-02,87.11,42.4,7.11,7,6,90.0,90.6,7,6
SUP-0097,2024-03,85.99,43.0,7.95,12,10,90.9,73.0,12,9
SUP-0097,2024-04,86.32,40.8,6.28,15,12,93.2,74.1,15,11
SUP-0097,2024-05,86.23,38.6,14.82,16,13,97.5,71.2,16,13
SUP-0097,2024-06,83.09,38.9,0.9,15,12,97.4,69.6,15,13
SUP-0097,2024-07,82.46,44.1,5.24,13,10,91.2,80.9,13,11
SUP-0097,2024-08,83.37,38.1,0.46,17,14,94.9,68.8,17,15
SUP-0097,2024-09,83.34,32.6,6.6,9,7,96.0,62.2,9,7
SUP-0097,2024-10,83.08,43.5,6.39,21,17,89.2,85.7,21,18
SUP-0097,2024-11,85.39,38.9,11.25,12,10,96.3,86.4,12,11
SUP-0097,2024-12,85.55,38.1,1.2,14,11,89.0,71.6,14,12
SUP-0098,2023-01,84.42,33.8,10.54,12,10,92.6,65.4,12,11
SUP-0098,2023-02,86.48,35.5,0.65,10,8,92.3,65.1,10,8
SUP-0098,2023-03,88.39,33.2,0.2,10,8,91.8,91.3,10,9
SUP-0098,2023-04,90.01,29.7,0.88,8,7,97.7,85.8,8,6
SUP-0098,2023-05,90.25,37.4,0.71,9,8,97.5,72.2,9,8
SUP-0098,2023-06,90.2,32.1,2.53,14,12,90.9,84.8,14,10
SUP-0098,2023-07,93.19,38.7,0.1,13,12,97.3,92.5,13,9
SUP-0098,2023-08,98.87,35.4,0.57,13,12,90.9,93.4,13,10
SUP-0098,2023-09,100.0,45.7,3.36,10,10,95.8,77.4,10,8
SUP-0098,2023-10,100.0,34.1,7.63,12,12,97.2,74.0,12,8
SUP-0098,2023-11,99.85,32.1,0.3,8,7,95.5,70.6,8,6
SUP-0098,2023-12,100.0,39.3,2.88,9,9,94.3,94.3,9,7
SUP-0098,2024-01,100.0,30.7,3.69,12,12,90.9,72.5,12,9
SUP-0098,2024-02,100.0,41.4,4.8,12,12,98.7,81.3,12,8
SUP-0098,2024-03,100.0,37.7,1.75,10,10,96.1,61.9,10,7
SUP-0098,2024-04,100.0,36.6,2.27,10,10,88.4,69.7,10,7
SUP-0098,2024-05,100.0,37.4,0.29,8,8,90.5,86.2,8,6
SUP-0098,2024-06,100.0,33.4,0.07,17,17,97.0,73.6,17,12
SUP-0098,2024-07,100.0,32.1,2.57,13,13,96.6,63.2,13,10
SUP-0098,2024-08,100.0,32.7,1.31,16,16,98.7,69.6,16,12
SUP-0098,2024-09,100.0,40.2,0.15,10,10,89.3,81.7,10,7
SUP-0098,2024-10,100.0,31.9,2.29,12,12,95.2,65.2,12,10
SUP-0098,2024-11,100.0,30.4,2.49,8,8,94.8,70.3,8,7
SUP-0098,2024-12,100.0,26.2,3.07,16,16,96.2,72.3,16,14
SUP-0099,2023-01,82.45,19.8,0.12,12,9,98.1,86.5,12,9
SUP-0099,2023-02,82.48,15.2,0.88,13,10,98.6,82.3,13,10
SUP-0099,2023-03,83.98,17.5,3.2,17,14,90.8,77.1,17,16
SUP-0099,2023-04,83.37,18.9,3.06,10,8,97.2,69.3,10,9
SUP-0099,2023-05,85.31,18.1,0.54,11,9,93.6,83.7,11,10
SUP-0099,2023-06,83.41,16.9,10.75,12,10,96.5,60.2,12,9
SUP-0099,2023-07,83.02,19.2,2.89,15,12,93.7,70.0,15,13
SUP-0099,2023-08,86.52,19.1,1.73,13,11,95.7,92.4,13,12
SUP-0099,2023-09,84.78,13.7,3.19,14,11,92.5,82.4,14,11
SUP-0099,2023-10,84.98,14.1,0.28,9,7,93.4,81.7,9,7
SUP-0099,2023-11,82.92,15.6,1.37,4,3,91.0,85.4,4,2
SUP-0099,2023-12,83.63,17.7,1.88,7,5,88.7,72.3,7,4
SUP-0099,2024-01,83.89,17.5,2.19,10,8,98.8,89.7,10,7
SUP-0099,2024-02,84.42,17.1,0.27,5,4,98.5,70.4,5,4
SUP-0099,2024-03,82.58,16.7,4.89,15,12,90.0,75.8,15,12
SUP-0099,2024-04,83.3,13.9,3.45,12,9,98.9,64.6,12,9
SUP-0099,2024-05,81.21,16.9,1.73,11,8,88.5,63.6,11,9
SUP-0099,2024-06,79.14,17.3,0.35,9,7,86.8,62.1,9,6
SUP-0099,2024-07,81.14,18.6,3.26,11,8,91.0,73.8,11,9
SUP-0099,2024-08,82.67,17.6,2.87,13,10,95.1,92.5,13,11
SUP-0099,2024-09,84.16,17.3,0.57,13,10,88.9,72.9,13,10
SUP-0099,2024-10,84.98,16.8,3.65,12,10,91.0,82.9,12,9
SUP-0099,2024-11,85.82,15.4,5.22,9,7,92.1,71.3,9,7
SUP-0099,2024-12,86.11,14.7,2.94,8,6,93.3,92.1,8,6
SUP-0100,2023-01,79.87,35.7,10.12,13,10,78.8,76.9,13,12
SUP-0100,2023-02,78.86,30.3,5.43,10,7,74.0,70.0,10,9
SUP-0100,2023-03,78.71,37.6,2.72,11,8,83.4,89.3,11,10
SUP-0100,2023-04,80.39,30.5,0.1,17,13,98.7,65.8,17,12
SUP-0100,2023-05,81.59,27.1,5.13,9,7,88.7,94.9,9,6
SUP-0100,2023-06,81.46,34.1,7.12,10,8,95.7,90.5,10,8
SUP-0100,2023-07,79.53,28.8,2.21,14,11,82.2,91.9,14,12
SUP-0100,2023-08,80.56,27.6,4.35,13,10,91.5,82.9,13,12
SUP-0100,2023-09,82.7,24.5,3.47,15,12,98.1,80.8,15,14
SUP-0100,2023-10,86.16,38.8,4.72,10,8,95.1,82.9,10,7
SUP-0100,2023-11,85.92,32.7,6.86,10,8,98.2,64.8,10,8
SUP-0100,2023-12,84.69,24.3,4.73,13,11,94.7,79.1,13,10
SUP-0100,2024-01,84.73,34.3,4.29,17,14,97.4,72.8,17,14
SUP-0100,2024-02,83.62,28.7,0.99,10,8,96.1,86.6,10,9
SUP-0100,2024-03,82.47,31.9,9.35,8,6,95.0,92.7,8,5
SUP-0100,2024-04,83.4,30.8,8.43,11,9,90.2,75.1,11,7
SUP-0100,2024-05,85.07,30.0,0.84,11,9,91.2,64.4,11,8
SUP-0100,2024-06,87.52,35.1,1.3,14,12,91.2,78.3,14,12
SUP-0100,2024-07,85.09,32.2,4.39,10,8,89.0,93.4,10,8
SUP-0100,2024-08,84.53,36.9,2.6,9,7,91.1,61.2,9,7
SUP-0100,2024-09,82.98,35.9,4.72,18,14,98.2,93.5,18,13
SUP-0100,2024-10,83.85,30.6,2.84,14,11,96.3,70.5,14,10
SUP-0100,2024-11,80.17,28.4,0.76,11,8,97.8,71.8,11,9
SUP-0100,2024-12,79.67,35.7,0.58,11,8,85.1,92.0,11,9
SUP-0101,2023-01,89.13,16.9,2.01,12,10,91.4,70.1,12,8
SUP-0101,2023-02,85.47,13.7,3.18,10,8,98.0,92.2,10,8
SUP-0101,2023-03,83.77,17.1,2.42,11,9,93.5,63.5,11,8
SUP-0101,2023-04,81.44,16.9,1.06,12,9,89.1,60.8,12,10
SUP-0101,2023-05,77.87,18.4,6.63,13,10,87.1,76.5,13,10
SUP-0101,2023-06,78.2,16.1,0.02,7,5,84.5,94.4,7,6
SUP-0101,2023-07,73.97,14.3,1.13,12,8,74.1,83.9,12,9
SUP-0101,2023-08,75.09,13.1,6.75,15,11,81.8,70.9,15,12
SUP-0101,2023-09,72.49,13.3,1.47,8,5,71.6,82.8,8,6
SUP-0101,2023-10,68.66,16.4,6.6,11,7,83.8,99.6,11,10
SUP-0101,2023-11,68.1,13.6,0.2,12,8,83.6,86.1,12,9
SUP-0101,2023-12,64.79,13.9,4.54,6,3,81.5,92.6,6,5
SUP-0101,2024-01,61.25,15.2,1.88,6,3,73.4,95.8,6,4
SUP-0101,2024-02,58.48,17.6,1.04,11,6,80.5,92.6,11,8
SUP-0101,2024-03,54.16,14.0,3.72,6,3,85.2,91.1,6,4
SUP-0101,2024-04,52.54,19.9,5.14,14,7,77.0,92.5,14,10
SUP-0101,2024-05,50.47,11.8,1.32,12,6,79.9,90.7,12,10
SUP-0101,2024-06,44.95,19.0,1.99,8,3,85.1,89.9,8,6
SUP-0101,2024-07,42.33,19.1,2.99,12,5,87.0,87.2,12,8
SUP-0101,2024-08,38.78,16.7,3.58,15,5,75.6,95.5,15,11
SUP-0101,2024-09,39.06,16.2,1.88,12,4,76.2,86.8,12,10
SUP-0101,2024-10,36.42,14.5,0.08,14,5,82.7,88.2,14,11
SUP-0101,2024-11,33.89,11.1,2.83,8,2,71.4,92.9,8,7
SUP-0101,2024-12,32.23,15.3,0.71,10,3,73.2,92.6,10,8
SUP-0102,2023-01,90.01,8.1,2.18,11,9,89.7,68.0,11,8
SUP-0102,2023-02,89.59,7.7,1.64,9,8,91.7,65.5,9,7
SUP-0102,2023-03,89.58,11.5,1.24,13,11,90.5,72.6,13,10
SUP-0102,2023-04,93.26,9.0,0.74,9,8,97.5,61.5,9,6
SUP-0102,2023-05,91.71,8.4,0.67,12,11,92.4,64.0,12,8
SUP-0102,2023-06,90.78,7.0,2.42,6,5,91.4,84.6,6,5
SUP-0102,2023-07,88.42,10.5,1.5,9,7,91.6,79.9,9,6
SUP-0102,2023-08,86.89,9.5,1.55,15,13,89.6,82.4,15,10
SUP-0102,2023-09,88.0,13.5,4.85,5,4,88.5,90.6,5,4
SUP-0102,2023-10,88.64,9.2,0.87,15,13,93.2,89.5,15,11
SUP-0102,2023-11,87.72,14.7,3.98,14,12,96.9,74.8,14,11
SUP-0102,2023-12,86.32,12.6,0.72,13,11,90.2,87.1,13,11
SUP-0102,2024-01,86.55,7.6,2.13,13,11,96.2,67.0,13,9
SUP-0102,2024-02,88.16,7.9,0.11,8,7,94.6,94.7,8,7
SUP-0102,2024-03,87.75,10.7,0.97,13,11,96.8,89.3,13,10
SUP-0102,2024-04,88.37,7.3,1.67,11,9,97.1,75.8,11,7
SUP-0102,2024-05,89.59,7.8,0.66,14,12,95.9,64.4,14,10
SUP-0102,2024-06,92.32,9.6,4.89,11,10,94.9,74.6,11,10
SUP-0102,2024-07,92.07,12.9,3.01,18,16,94.1,69.7,18,14
SUP-0102,2024-08,93.52,8.5,5.33,13,12,95.7,81.2,13,11
SUP-0102,2024-09,97.13,8.2,0.97,8,7,98.1,81.2,8,7
SUP-0102,2024-10,100.0,9.7,1.06,7,7,93.8,80.3,7,6
SUP-0102,2024-11,100.0,8.5,6.82,8,8,90.9,71.9,8,7
SUP-0102,2024-12,100.0,10.1,5.1,9,9,97.1,65.1,9,7
SUP-0103,2023-01,84.62,14.8,0.18,7,5,92.3,85.9,7,5
SUP-0103,2023-02,87.96,17.5,1.28,15,13,93.5,60.6,15,14
SUP-0103,2023-03,90.56,17.2,0.59,12,10,93.0,73.3,12,9
SUP-0103,2023-04,92.64,15.3,0.19,19,17,90.0,90.0,19,18
SUP-0103,2023-05,93.53,18.6,1.21,10,9,89.1,75.7,10,9
SUP-0103,2023-06,93.62,16.4,0.91,9,8,91.0,91.5,9,7
SUP-0103,2023-07,93.17,21.8,2.71,12,11,91.5,72.0,12,9
SUP-0103,2023-08,94.78,16.1,0.05,17,16,95.5,68.9,17,13
SUP-0103,2023-09,97.57,25.3,2.37,12,11,90.9,68.5,12,11
SUP-0103,2023-10,97.88,19.3,8.46,13,12,93.9,93.6,13,11
SUP-0103,2023-11,100.0,18.3,1.15,9,9,98.7,67.8,9,7
SUP-0103,2023-12,99.58,16.2,4.06,9,8,88.2,94.5,9,7
SUP-0103,2024-01,100.0,13.4,2.56,12,12,95.2,82.5,12,10
SUP-0103,2024-02,100.0,23.1,1.26,8,8,92.4,82.2,8,7
SUP-0103,2024-03,100.0,20.5,6.02,8,8,90.5,68.2,8,7
SUP-0103,2024-04,100.0,21.6,8.07,14,14,89.9,73.2,14,13
SUP-0103,2024-05,100.0,20.8,3.59,8,8,98.7,91.1,8,7
SUP-0103,2024-06,99.22,19.1,1.69,10,9,98.0,76.4,10,8
SUP-0103,2024-07,100.0,19.1,1.94,16,16,93.5,85.9,16,14
SUP-0103,2024-08,100.0,21.5,1.8,17,17,93.1,90.0,17,15
SUP-0103,2024-09,100.0,19.1,4.36,14,14,91.3,63.2,14,10
SUP-0103,2024-10,100.0,20.1,0.21,9,9,89.6,79.4,9,8
SUP-0103,2024-11,100.0,17.7,0.82,19,19,98.2,93.1,19,15
SUP-0103,2024-12,100.0,18.7,0.92,19,19,95.0,72.0,19,14
SUP-0104,2023-01,92.06,6.4,1.37,8,7,89.0,67.6,8,6
SUP-0104,2023-02,95.97,6.4,2.82,11,10,92.8,81.8,11,9
SUP-0104,2023-03,98.61,6.6,1.53,12,11,97.3,76.7,12,11
SUP-0104,2023-04,100.0,6.1,6.94,9,9,97.8,65.1,9,7
SUP-0104,2023-05,95.3,7.0,2.5,8,7,98.3,87.9,8,6
SUP-0104,2023-06,100.0,7.8,0.42,7,7,91.9,79.4,7,6
SUP-0104,2023-07,82.95,6.1,1.65,13,10,89.0,89.9,13,11
SUP-0104,2023-08,87.78,5.8,1.72,10,8,93.4,67.7,10,7
SUP-0104,2023-09,85.66,6.6,2.57,22,18,88.1,68.4,22,16
SUP-0104,2023-10,96.97,7.6,5.36,14,13,94.0,71.5,14,13
SUP-0104,2023-11,91.63,7.4,6.99,10,9,96.4,70.2,10,8
SUP-0104,2023-12,94.1,9.0,13.5,9,8,92.7,60.6,9,7
SUP-0104,2024-01,89.47,8.0,3.19,15,13,89.1,74.0,15,14
SUP-0104,2024-02,95.93,5.4,1.43,9,8,96.3,93.3,9,8
SUP-0104,2024-03,99.01,7.1,0.37,12,11,96.3,84.5,12,9
SUP-0104,2024-04,96.98,7.5,3.61,14,13,91.6,62.3,14,11
SUP-0104,2024-05,94.68,9.3,0.93,7,6,88.6,66.0,7,5
SUP-0104,2024-06,87.01,6.1,0.93,13,11,98.8,76.0,13,9
SUP-0104,2024-07,84.82,6.1,1.55,6,5,96.4,84.6,6,4
SUP-0104,2024-08,82.94,7.5,2.72,13,10,98.4,80.8,13,12
SUP-0104,2024-09,92.44,8.2,1.85,10,9,92.7,90.2,10,8
SUP-0104,2024-10,90.31,6.7,1.16,9,8,97.2,83.8,9,8
SUP-0104,2024-11,87.75,7.9,7.07,11,9,91.5,67.4,11,9
SUP-0104,2024-12,76.47,7.2,0.29,14,10,77.9,71.3,14,10
SUP-0105,2023-01,78.48,30.4,4.72,6,4,84.5,71.1,6,4
SUP-0105,2023-02,73.63,23.3,0.29,8,5,83.3,80.5,8,6
SUP-0105,2023-03,69.76,26.8,11.71,11,7,76.4,86.8,11,7
SUP-0105,2023-04,66.9,29.6,1.18,12,8,87.7,91.4,12,8
SUP-0105,2023-05,66.8,31.2,4.67,7,4,81.4,86.3,7,6
SUP-0105,2023-06,64.61,32.7,7.24,13,8,73.8,98.4,13,9
SUP-0105,2023-07,61.06,24.7,1.85,13,7,79.4,89.0,13,9
SUP-0105,2023-08,57.85,24.2,1.73,15,8,75.8,92.4,15,11
SUP-0105,2023-09,55.63,26.8,1.3,7,3,71.3,97.5,7,5
SUP-0105,2023-10,54.0,31.1,0.57,12,6,71.7,90.2,12,8
SUP-0105,2023-11,49.95,35.1,0.92,11,5,84.4,93.4,11,8
SUP-0105,2023-12,46.86,29.3,0.07,10,4,76.2,98.0,10,7
SUP-0105,2024-01,40.33,30.4,0.88,11,4,82.3,93.5,11,8
SUP-0105,2024-02,39.85,27.2,4.52,12,4,85.1,93.4,12,9
SUP-0105,2024-03,36.95,30.8,1.48,7,2,87.5,88.1,7,6
SUP-0105,2024-04,35.01,24.6,0.65,11,3,81.4,88.8,11,10
SUP-0105,2024-05,32.66,28.3,1.45,14,4,77.0,94.5,14,13
SUP-0105,2024-06,30.41,20.1,2.48,6,1,86.0,93.5,6,4
SUP-0105,2024-07,30.0,27.6,3.62,13,3,80.9,86.0,13,11
SUP-0105,2024-08,30.0,21.6,7.29,7,2,87.6,93.3,7,4
SUP-0105,2024-09,30.0,31.0,0.33,9,2,70.3,98.9,9,7
SUP-0105,2024-10,30.0,19.8,4.99,9,2,86.2,91.3,9,8
SUP-0105,2024-11,30.0,33.3,0.33,11,3,71.1,94.8,11,9
SUP-0105,2024-12,30.0,25.9,5.43,12,3,86.5,86.7,12,8
SUP-0106,2023-01,75.15,21.2,1.51,16,12,84.5,90.4,16,14
SUP-0106,2023-02,77.34,20.0,0.76,12,9,76.3,84.6,12,9
SUP-0106,2023-03,79.35,21.9,2.58,9,7,83.5,90.1,9,6
SUP-0106,2023-04,81.52,19.2,0.83,14,11,88.8,76.9,14,11
SUP-0106,2023-05,81.67,17.3,4.93,14,11,96.9,89.2,14,10
SUP-0106,2023-06,80.9,18.0,1.26,10,8,90.7,78.2,10,7
SUP-0106,2023-07,80.15,22.2,3.96,14,11,96.0,71.4,14,10
SUP-0106,2023-08,81.99,25.3,2.78,9,7,94.6,64.5,9,7
SUP-0106,2023-09,81.41,14.6,8.68,10,8,90.8,93.1,10,9
SUP-0106,2023-10,82.05,15.1,2.48,16,13,93.8,83.8,16,13
SUP-0106,2023-11,82.96,17.1,2.72,10,8,90.8,63.5,10,7
SUP-0106,2023-12,85.43,18.4,1.65,16,13,94.7,92.6,16,15
SUP-0106,2024-01,84.86,22.5,1.76,11,9,95.6,62.7,11,10
SUP-0106,2024-02,85.51,16.7,3.1,8,6,97.7,67.1,8,6
SUP-0106,2024-03,87.15,18.9,3.58,15,13,93.3,83.8,15,13
SUP-0106,2024-04,86.45,13.8,2.72,14,12,93.2,72.7,14,12
SUP-0106,2024-05,88.08,13.9,2.38,11,9,90.6,74.7,11,10
SUP-0106,2024-06,88.0,11.3,11.24,16,14,97.7,63.5,16,11
SUP-0106,2024-07,91.58,21.2,5.99,14,12,95.3,61.7,14,10
SUP-0106,2024-08,92.46,13.6,4.01,10,9,98.2,68.8,10,8
SUP-0106,2024-09,94.03,15.1,8.57,17,15,93.4,85.9,17,12
SUP-0106,2024-10,96.22,23.4,5.04,8,7,89.1,69.3,8,6
SUP-0106,2024-11,97.02,21.7,1.52,13,12,89.4,74.1,13,10
SUP-0106,2024-12,97.07,18.7,3.54,15,14,93.3,84.8,15,10
